line;original_title;translated_title;original_text;translated_text;rating;reviewed_location_name;category;user;user_id_anonym;average_rating_tripadvisor;total_reviews_tripadvisor;city;country;month_of_visit;year_of_visit;title_sentiment;review_sentiment
620;Mejor lugar para cenar se Ushuaia;Best place to dine in Ushuaia;Cenar y desayunar las cosas que Sebastian hizo durante nuestra estadía fueron parte importante de una experiencia perfecta que tuvimos en nuestra estadía.;Dining and breakfast things that Sebastian did during our stay were an important part of a perfect experience we had during our stay.;5.0;Restaurant at Tierra de Leyendas;restaurant;541francob;id_62;4.8;113.0;Ushuaia;Argentina;4.0;2022.0;3;4
621;Como en casa;Just like at home;La Hostería tiene 6 habitaciones. Es atendida por Sebastián que es el dueño y CHEFF (las mayúsculas son adrede). Todo es calidez y atención personalizada hasta ...;The Hosteria has 6 rooms. It is run by Sebastian who is the owner and CHEFF (the capital letters are deliberate). Everything is warmth and personalized attention up to ...;5.0;Tierra de Leyendas Boutique Hotel;hotel;541francob;id_62;4.9;802.0;Ushuaia;Argentina;4.0;2022.0;3;3
622;Estaba Cerrado;Was Closed;Para llegar tenes que hacer casi 80 km desde Ushuaia, tomar la 3 y agarrar la J a unos 30 km. La J es una ruta de ripio (en muy buen estado) preciosa, rodeada d...;To get there you have to drive almost 80 km from Ushuaia, take the 3 and take the J for about 30 km. The J is a beautiful gravel road (in very good condition), surrounded by mountains and...;1.0;Estancia Harberton;hotel;541francob;id_62;4.3;43.0;Ushuaia;Argentina;4.0;2022.0;3;3
623;Ir muy temprano;Going too early;Hay que ir.muy temprano para poder.entrar en el primer turno. Nosotros llegamos a las 19.15 y ya no entramos. El lugar es bien bodegón. La centolla sale 5mil y ...;You have to go very early to be able to enter the first shift. We arrived at 7.15 pm and did not get in. The place is a very nice place. The crab costs 5 thousand and ...;4.0;El Viejo Marino;restaurant;541francob;id_62;4.4;1988.0;Ushuaia;Argentina;4.0;2022.0;2;4
624;Lo que más nos gustó;What we liked most;Es algo que se DEBE hacer. Es para todos. Son 8.5 km en total. Nosotros tardamos cpn descanso y todo y comiendo en la laguna unos sándwiches 3 horas y media. Ca...;It is something that MUST be done. It is for everyone. It is 8.5 km in total. It took us 3 and a half hours with rest and eating sandwiches at the lagoon. Ca...;5.0;Laguna Esmeralda;attraction;541francob;id_62;4.7;2796.0;Ushuaia;Argentina;4.0;2022.0;3;3
625;Para hacerlo si o si;To do it if or if;Lo hicimos en auto y fuimos haciendo las paradas para caminar un poco. Recomiendo llegar temprano para ganarle a la gente el menos en la ensenada Zaratiegui. En...;We did it by car and we made stops to walk a little. I recommend arriving early to beat the crowds at the Zaratiegui inlet. In...;5.0;Parque Nacional Tierra del Fuego;attraction;541francob;id_62;4.5;8940.0;Ushuaia;Argentina;4.0;2022.0;3;3
626;Lindo y facil.;Nice and easy.;Es una caminata fácil y cerca de la ciudad. Hay taxis para la vuelta asique nones necesario arreglar antes. La primer parte hasta el fin de la aerosilla vieja ...;It is an easy walk and close to the city. There are cabs for the return so no need to arrange before. The first part to the end of the old chairlift ...;4.0;Glaciar Martial;attraction;541francob;id_62;4.5;531.0;Provincia de Tierra del Fuego;Argentina;4.0;2022.0;4;3
627;No es un must;Not a must;Es muy lindo el canal pero muy caro. Los catamaranes son masivos. No es una obligación hacerlo. Nosotros hicimos el de lobos, entiendo que el de los pinguinos q...;The canal is very nice but very expensive. The catamarans are massive. It is not an obligation to do it. We did the wolf catamaran, I understand that the penguin catamaran is...;3.0;Canal Beagle;attraction;541francob;id_62;4.6;8105.0;Ushuaia;Argentina;4.0;2022.0;4;3
628;En temporada reservar. Vale la pena;In season to reserve. It is worth;El restaurant está sobre la playa del muelle deportivo de Villa Pehuenia. La verdad que fue una experiencia increíble. Las chicas que atienden super divinas y l...;The restaurant is on the beach of Villa Pehuenia's marina. The truth is that it was an incredible experience. The girls who serve super divine and the...;5.0;Borravino Winebar;restaurant;541francob;id_62;4.6;207.0;Villa Pehuenia;Argentina;1.0;2022.0;4;4
629;Espectacular lago;Spectacular lake;El Alumine y el Moquehue son dos lagos impresionantes con kilómetros de playas espectaculares. Imperdible si te gusta ese tipo de turismo.;The Alumine and Moquehue are two impressive lakes with miles of spectacular beaches. Not to be missed if you like this type of tourism.;5.0;Lago Alumine;attraction;541francob;id_62;4.7;186.0;Alumine;Argentina;1.0;2022.0;4;3
630;La playa sobre el Alumine es lo mejor;The beach on the Alumine is the best;Territorio Mapuche por lonque te cobran para entrar ($ 300) las lagunas se ven de lejos salvo 1 o 2 y no tienen costa. Por otro lado la playa que hay de ese lad...;Mapuche Territory for what they charge you to enter ($ 300) the lagoons are seen from afar except 1 or 2 and have no coastline. On the other hand, the beach on that side of the...;4.0;Cinco Lagunas;attraction;541francob;id_62;4.1;333.0;Villa Pehuenia;Argentina;1.0;2022.0;4;3
631;La mejor vista;The best view;Es impactante la vista. Podes hacer la cima caminando (creonq son 2 km en subida) o si tenes 4x4 ir hasta ahí en la camioneta. El último trayecto es muy empinad...;The view is breathtaking. You can walk to the top (2 km uphill) or if you have a 4x4 you can go up there in the truck. The last part is very steep....;5.0;Volcan Batea Mahuida;attraction;541francob;id_62;4.5;971.0;Villa Pehuenia;Argentina;1.0;2022.0;4;3
632;La playa más linda del Lácar;The most beautiful beach of Lácar;Todo el mundo recomienda esta playa y por ello duele llenarse de gente. Ello no quita su belleza pero si queres escaparte de las masas para estar más tranquilo ...;Everyone recommends this beach and that's why it hurts to get crowded. This does not detract from its beauty but if you want to get away from the masses to be quieter ...;5.0;Playa Quila Quina;attraction;541francob;id_62;4.3;2041.0;San Martín de los Andes;Argentina;1.0;2022.0;4;3
633;Evitarla los fines de semana;Avoid on weekends;La península tiene 5 playas bastante diferentes entre sí. Todas muy lindas. Nosotros nos fuimos a la de piedras y de ahí nos echamos del mar de gente que había ...;The peninsula has 5 beaches quite different from each other. All of them very nice. We went to the pebble one and from there we were thrown out of the sea of people that were ...;5.0;Peninsula de Yuco;attraction;541francob;id_62;4.5;371.0;San Martín de los Andes;Argentina;1.0;2022.0;3;3
634;El anti hotel;El anti hotel;Estuvimos 2 noches. La primera noche se corto la luz y no tienen generador. El televisor (21 pulgadas de hace 30 años) nunca funcionó. La calefacción está siemp...;We stayed 2 nights. The first night the power went out and they don't have a generator. The TV (21 inches 30 years old) never worked. The heating is always on.;1.0;Marinas Puerto Traful;hotel;541francob;id_62;3.5;123.0;Villa Traful;Argentina;1.0;2022.0;3;3
635;Espectacular apart en Bahía Manzano;Spectacular apartment in Bahía Manzano;Estuvimos 4 noches y la verdad que la pasamos genial. Respetan protocolo COVID para los servicios de pileta jacuzzi y sauna. Paula y Vicki son divinas. Los apar...;We stayed 4 nights and the truth is that we had a great time. They respect COVID protocol for the jacuzzi and sauna pool services. Paula and Vicki are divine. The apar...;5.0;Origen De La Bahia;hotel;541francob;id_62;4.6;54.0;Villa La Angostura;Argentina;1.0;2022.0;4;3
636;Bien la habitación. Nada más.;The room is fine. Nothing else.;Esta en reparación y eso no afecta la estadía. La habitación estaba muy bien. El personal medio que no tenía idea dónde estaba parado. El restaurant nos pareció...;It is under repair and that does not affect the stay. The room was fine. The staff was a little clueless as to where they were standing. The restaurant seemed...;3.0;La Posada del Dinosaurio;hotel;541francob;id_62;3.4;229.0;Villa El Chocon;Argentina;1.0;2022.0;3;3
637;Excelente experiencia;Excellent experience;Fuimos en pareja con Nico como guía y la pasamos genial. La excursión al Belvedere es de aprox 3 horas y no tiene complejidad alguna no obstante lo cual Nico se...;We went as a couple with Nico as our guide and we had a great time. The tour to the Belvedere is about 3 hours and has no complexity whatsoever, however Nico was very...;5.0;Cabalgatas y Cuatriciclos Montahue;attraction;541francob;id_62;4.7;61.0;Villa La Angostura;Argentina;1.0;2022.0;4;3
638;Siempre es lindo;It is always nice to;Programa de medio día o día completo si se elije hacer varias caminatas. Muchos lugares pars comer y tomar muy rico y sports para bajar del auto y relajarse.;Half day or full day program if you choose to do several hikes. Lots of places to eat and drink and sports to get out of the car and relax.;5.0;Circuito Chico;attraction;541francob;id_62;4.5;6507.0;San Carlos de Bariloche;Argentina;4.0;2021.0;4;3
639;Volvería mil veces!;I would come back a thousand times!;Fuimos 3 veces a desayunar, almorzar y cenar. Todas las veces nos atendieron rápido y bien y la comida estuvo muy rica. Además el lugar es muy pintoresco, los m...;We went 3 times for breakfast, lunch and dinner. Each time we were served quickly and well and the food was very tasty. The place is also very picturesque, the staff is very...;5.0;;restaurant;carfalis;id_63;4.3;3685.0;Ushuaia;Argentina;2.0;2022.0;3;3
640;No valió la pena la espera;Not worth the wait;Volvería para repetir porque realmente no fue una buena experiencia. El lugar es muy concurrido y se amontona mucha gente. Estoy hablando de más de 1 hora de es...;I would go back to repeat because it was really not a good experience. The place is very busy and crowded. I'm talking about more than 1 hour of es...;2.0;Bodegon Fueguino;restaurant;carfalis;id_63;4.2;2724.0;Ushuaia;Argentina;2.0;2022.0;3;3
641;Lindo parque nacional;Beautiful national park;Muy lindo parque, buen conservado. Recomiendo hacerlo con auto e ir parando en los senderos que se quieran recorrer a pie. El parque es realmente grande, las di...;Very nice park, well preserved. I recommend doing it by car and stopping at the trails that you want to walk. The park is really big, the di...;4.0;Parque Nacional Tierra del Fuego;attraction;carfalis;id_63;4.5;8940.0;Ushuaia;Argentina;2.0;2022.0;4;3
642;Vale la pena el esfuerzo;Worth the effort;Hay 3 formas de hacer este ascenso. La primera es subiendo por la pista de esquí, que en verano no tiene nieve, o bien bordeando el arroyo (paisaje más boscoso)...;There are 3 ways to make this ascent. The first is by going up the ski slope, which in summer has no snow, or along the creek (more wooded landscape)...;5.0;Glaciar Martial;attraction;carfalis;id_63;4.5;531.0;Provincia de Tierra del Fuego;Argentina;2.0;2022.0;4;3
643;Un imperdible de Ushuaia;A must-see in Ushuaia;Tengo la suerte de haber recorrido mucho el país, tanto el Norte como el Sur, y esta es una de las lagunas más hermosas que vi en mi vida. Recomiendo hacer el r...;I am fortunate to have traveled a lot of the country, both North and South, and this is one of the most beautiful lagoons I have ever seen. I recommend making the r...;5.0;Laguna Esmeralda;attraction;carfalis;id_63;4.7;2796.0;Ushuaia;Argentina;2.0;2022.0;4;4
644;De los mejores lugares que conocí;One of the best places I have ever visited;"Es un imperdible de Sudáfrica. Todo lo que leas o te cuenten sobre este parque no sirve; hay que vivir la experiencia de estar en un lugar así. Recomiendo mucho...";"It is a must-see in South Africa. Everything you read or they tell you about this park is useless; you have to live the experience of being in a place like this. I highly recommend...";5.0;Kruger National Park;attraction;carfalis;id_63;4.7;2797.0;Nelspruit;Sudáfrica;2.0;2020.0;4;3
645;El mejor Camp;The best Camp;Me hospede en varios Campamentos dentro del Kruger y este fue el primero y sin dudas el mejor, por la ubicación e infraestructura. Creo que es el mejor lugar pa...;I stayed in several camps in the Kruger and this was the first and undoubtedly the best, for the location and infrastructure. I think it is the best place to...;5.0;Lower Sabie Rest Camp;hotel;carfalis;id_63;3.7;916.0;Parque Nacional Kruger;Sudáfrica;2.0;2020.0;4;4
646;Enorme y completo;Huge and complete;Me hospede una noche en Skukuza y sin dudas fue uno de los mejores Camp del Kruger. No tiene el encanto de otros campamentos (como Lower Sabie) pero es enorme y...;I stayed one night at Skukuza and without a doubt it was one of the best camps in the Kruger. It does not have the charm of other camps (such as Lower Sabie) but it is huge and...;4.0;Skukuza Rest Camp;hotel;carfalis;id_63;3.8;1645.0;Parque Nacional Kruger;Sudáfrica;2.0;2020.0;4;4
647;Hermoso, pero alejado;Beautiful, but remote;Me gusto mucha la infraestructura de Olifants, los bungalows son amplios y tienen una vista al rio hermosa, igual que el restaurant, buena pileta. El camping es...;I really liked the infrastructure of Olifants, the bungalows are spacious and have a beautiful view of the river, as well as the restaurant, good pool. The campsite is...;4.0;Olifants Rest Camp;hotel;carfalis;id_63;3.9;1157.0;Parque Nacional Kruger;Sudáfrica;2.0;2020.0;4;4
